"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.github.arnaudroger.re2j.JavaRegex.testExp1","thrpt",1,200,82080.824005,499.912599,"ops/s"
"com.github.arnaudroger.re2j.JavaRegex.testExp2","thrpt",1,200,35277.630915,97.765837,"ops/s"
"com.github.arnaudroger.re2j.Re2jRegex.testExp1","thrpt",1,200,7164.387092,63.775960,"ops/s"
"com.github.arnaudroger.re2j.Re2jRegex.testExp2","thrpt",1,200,3064.388031,41.234976,"ops/s"
